60,6209747940,2024-06-13 02:10:32,2024-06-13 10:10:32,321
61,8692446772,2024-06-13 05:22:32,2024-06-13 13:22:32,2745
62,9202502845,2024-06-13 08:34:32,2024-06-13 14:34:32,2972
63,9786562782,2024-06-13 12:46:32,2024-06-13 18:46:32,325
64,7902579011,2024-06-13 14:58:32,2024-06-13 22:58:32,3841
65,6209747940,2024-06-14 02:10:32,2024-06-14 10:10:32,2587
66,8692446772,2024-06-14 05:22:32,2024-06-14 13:22:32,2913
67,9202502845,2024-06-14 09:34:32,2024-06-14 15:34:32,2314
68,9786562782,2024-06-14 12:46:32,2024-06-14 20:46:32,258
69,7902579011,2024-06-14 14:58:32,2024-06-14 22:58:32,3784
70,6209747940,2024-06-15 02:10:32,2024-06-15 10:10:32,2914
71,8692446772,2024-06-15 06:22:32,2024-06-15 14:22:32,291
72,9202502845,2024-06-15 09:34:32,2024-06-15 15:34:32,321
73,9786562782,2024-06-15 12:46:32,2024-06-15 18:46:32,2745
74,7902579011,2024-06-15 14:58:32,2024-06-15 22:58:32,3542
75,6209747940,2024-06-16 02:10:32,2024-06-16 10:10:32,241
76,8692446772,2024-06-16 05:22:32,2024-06-16 13:22:32,2384
77,9202502845,2024-06-16 08:34:32,2024-06-16 16:34:32,2891
78,9786562782,2024-06-16 12:46:32,2024-06-16 18:46:32,3248
79,7902579011,2024-06-16 14:58:32,2024-06-16 22:58:32,378
80,6209747940,2024-06-17 02:10:32,2024-06-17 10:10:32,3218
81,8692446772,2024-06-17 06:22:32,2024-06-17 14:22:32,2971
82,9202502845,2024-06-17 09:34:32,2024-06-17 15:34:32,3247
83,9786562782,2024-06-17 12:46:32,2024-06-17 18:46:32,2981
84,7902579011,2024-06-17 14:58:32,2024-06-17 22:58:32,3821
85,6209747940,2024-06-18 02:10:32,2024-06-18 10:10:32,245
86,8692446772,2024-06-18 05:22:32,2024-06-18 13:22:32,3647
87,9202502845,2024-06-18 09:34:32,2024-06-18 15:34:32,2318
88,9786562782,2024-06-18 12:46:32,2024-06-18 18:46:32,2687
89,7902579011,2024-06-18 14:58:32,2024-06-18 22:58:32,3842
90,6209747940,2024-06-19 02:10:32,2024-06-19 10:10:32,254
91,8692446772,2024-06-19 05:22:32,2024-06-19 13:22:32,3147
92,9202502845,2024-06-19 08:34:32,2024-06-19 14:34:32,2684
93,9786562782,2024-06-19 11:46:32,2024-06-19 18:46:32,3542
94,7902579011,2024-06-19 14:58:32,2024-06-19 22:58:32,3741
95,6209747940,2024-06-20 02:10:32,2024-06-20 10:10:32,3245
96,8692446772,2024-06-20 06:22:32,2024-06-20 14:22:32,2941
97,9202502845,2024-06-20 09:34:32,2024-06-20 15:34:32,384
98,9786562782,2024-06-20 12:46:32,2024-06-20 18:46:32,2458
99,7902579011,2024-06-20 14:58:32,2024-06-20 22:58:32,3745
100,6209747940,2024-06-21 02:10:32,2024-06-21 10:10:32,274
